,Date,Negative,Neutral,News Outlet,Positive,Text,Tweet Polarity,Tweets Ago
494,Wed Aug 01 21:51:11 +0000 2018,0.786,0.087,nytimes,0.127,"RT @jaraparilla: @ScottShaneNYT @mkj1951 Hope we see you and all your @nytimes colleagues at the next protest, Scott. #FreeASSANGE #Unity4J…",0.2263,82
495,Wed Aug 01 21:51:11 +0000 2018,0.804,0.0,nytimes,0.196,@nytimes I'm always curious to why certain media outlets choose to name @Uber or @Lyft when discussing ride sharing… https://t.co/JyiqHA3a0o,0.5267,83
496,Wed Aug 01 21:51:08 +0000 2018,0.9,0.0,nytimes,0.1,RT @MightyGiving: @KrisParonto @BarackObama @JohnBrennan @Comey @CNN @MSNBC @nytimes Lest not forget @SamanthaJPower and @AmbassadorRice Un…,0.1695,84
497,Wed Aug 01 21:51:07 +0000 2018,1.0,0.0,nytimes,0.0,"RT @nytimes: 1931: Black residents are required to submit “health certificates” to enter a Pittsburgh pool
1949: 50 black swimmers are atta…",0.0,85
498,Wed Aug 01 21:51:05 +0000 2018,0.682,0.318,nytimes,0.0,@SenateDems @SenateGOP @HouseDemocrats @HouseGOP Hold #POTUS accountable for the outrageous &amp; constant LIES he spre… https://t.co/pddPWFeacK,-0.7603,86
499,Wed Aug 01 21:51:04 +0000 2018,0.868,0.0,nytimes,0.132,RT @KrisParonto: Only liberalists would use children to push their anti-gun  agendas while still supporting late term abortions and pedophi…,0.4404,87
500,Wed Aug 01 21:51:03 +0000 2018,0.868,0.0,nytimes,0.132,RT @KrisParonto: Only liberalists would use children to push their anti-gun  agendas while still supporting late term abortions and pedophi…,0.4404,88
501,Wed Aug 01 21:51:02 +0000 2018,0.882,0.0,nytimes,0.118,"RT @KrisParonto: Whoops 😬..... ⁦@BarackObama⁩ #LiarInChief .... 
he got a little help though, ain’t that right ⁦@JohnBrennan⁩ ⁦@Comey⁩ &amp; #J…",0.3415,89
502,Wed Aug 01 21:51:00 +0000 2018,1.0,0.0,nytimes,0.0,The Salvation Army’s #DMGFoods in Baltimore made it to the @nytimes!! Read the full article below. https://t.co/WeeEH9BzqJ,0.0,90
503,Wed Aug 01 21:50:59 +0000 2018,1.0,0.0,nytimes,0.0,"RT @nytimes: 1931: Black residents are required to submit “health certificates” to enter a Pittsburgh pool
1949: 50 black swimmers are atta…",0.0,91
504,Wed Aug 01 21:50:59 +0000 2018,0.868,0.0,nytimes,0.132,RT @KrisParonto: Only liberalists would use children to push their anti-gun  agendas while still supporting late term abortions and pedophi…,0.4404,92
505,Wed Aug 01 21:50:59 +0000 2018,0.891,0.109,nytimes,0.0,RT @tambid1: @Mauigirl52 @CharlesRingling @realDonaldTrump @nytimes No he doesn't hint at anything...the man is transparent and just say st…,-0.296,93
506,Wed Aug 01 21:50:57 +0000 2018,1.0,0.0,nytimes,0.0,"RT @nytimes: 1931: Black residents are required to submit “health certificates” to enter a Pittsburgh pool
1949: 50 black swimmers are atta…",0.0,94
507,Wed Aug 01 21:50:57 +0000 2018,1.0,0.0,nytimes,0.0,"RT @nytimes: 1931: Black residents are required to submit “health certificates” to enter a Pittsburgh pool
1949: 50 black swimmers are atta…",0.0,95
508,Wed Aug 01 21:50:57 +0000 2018,1.0,0.0,nytimes,0.0,"RT @nytimes: 1931: Black residents are required to submit “health certificates” to enter a Pittsburgh pool
1949: 50 black swimmers are atta…",0.0,96
509,Wed Aug 01 21:50:55 +0000 2018,0.882,0.0,nytimes,0.118,"RT @KrisParonto: Whoops 😬..... ⁦@BarackObama⁩ #LiarInChief .... 
he got a little help though, ain’t that right ⁦@JohnBrennan⁩ ⁦@Comey⁩ &amp; #J…",0.3415,97
510,Wed Aug 01 21:50:53 +0000 2018,1.0,0.0,nytimes,0.0,"RT @nytimes: 1931: Black residents are required to submit “health certificates” to enter a Pittsburgh pool
1949: 50 black swimmers are atta…",0.0,98
511,Wed Aug 01 21:50:53 +0000 2018,0.882,0.0,nytimes,0.118,"RT @KrisParonto: Whoops 😬..... ⁦@BarackObama⁩ #LiarInChief .... 
he got a little help though, ain’t that right ⁦@JohnBrennan⁩ ⁦@Comey⁩ &amp; #J…",0.3415,99
512,Wed Aug 01 21:50:53 +0000 2018,0.882,0.0,nytimes,0.118,"RT @KrisParonto: Whoops 😬..... ⁦@BarackObama⁩ #LiarInChief .... 
he got a little help though, ain’t that right ⁦@JohnBrennan⁩ ⁦@Comey⁩ &amp; #J…",0.3415,100
513,Wed Aug 01 21:50:52 +0000 2018,1.0,0.0,nytimes,0.0,RT @nytimes: The 5 largest quarterly stock buybacks on record now all belong to Apple https://t.co/NzFICM2WOJ,0.0,101
514,Wed Aug 01 21:50:49 +0000 2018,0.868,0.0,nytimes,0.132,RT @KrisParonto: Only liberalists would use children to push their anti-gun  agendas while still supporting late term abortions and pedophi…,0.4404,102
515,Wed Aug 01 21:50:48 +0000 2018,0.746,0.254,nytimes,0.0,"RT @PeterGleick: My response to the @nytimes #climate piece.
""Doomsday scenarios are not inevitable. Progress is being made almost everywhe…",-0.7296,103
516,Wed Aug 01 21:50:47 +0000 2018,0.905,0.0,nytimes,0.095,"RT @rob_sheridan: Left: A 2007 image we created for @nineinchnails' #YearZero about how America would look in a climate changed future, ent…",0.25,104
517,Wed Aug 01 21:50:44 +0000 2018,0.708,0.0,nytimes,0.292,@IssyHG @JorgeR26950111 @KrisParonto @DNC @CNN @MSNBC @nytimes Nice try at an answer bud... congrats you're a hypocrite.  #walkaway,0.7351,105
